Name	1	2	3	4	5	6	7	8	9	10	11	12
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TRAIN_PUB	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918	6.668918
CAR_GASOLINE	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229
CAR_DIESEL	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229
CAR_NG	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615	0.833615
CAR_HEV	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CAR_PHEV	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CAR_BEV	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844	2.500844
CAR_FUEL_CELL	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229	1.667229
TRAIN_FREIGHT	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445	2.737445
TRUCK	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963	1.824963
PUMPED_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
POWER2GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
EFFICIENCY	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DHN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GRID	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
POWER2GAS_1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
POWER2GAS_2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
POWER2GAS_3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
H2_NG	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101	0.299101
H2_BIOMASS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
PYROLYSIS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GASOLINE	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408	0.716408
DIESEL	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361	1.580361
BIOETHANOL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LFO	1.502115	1.397486	1.116566	0.369185	0.143448	0.143448	0.143448	0.143448	0.247471	0.758409	1.122113	1.645926
LNG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
NG	19.134233	19.496894	16.938691	10.827586	9.215724	9.292730	6.570032	6.749233	7.751038	12.577341	17.017356	21.733922
NG_CCS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
SNG	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
COAL_CCS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
URANIUM	10.810800	8.679619	8.226002	7.341467	7.016854	6.596911	10.810800	10.810800	10.810800	10.810800	8.999900	9.081786
WASTE	1.413242	1.196822	1.229295	1.413242	1.196822	1.196822	1.413242	1.196822	1.413242	1.196822	1.196822	1.196822
H2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
